,shape,width,height,position
1488,rectangle,0.15789,0.9,0.52941
1489,rectangle,0.15789,0.9,0.55882
1490,rectangle,0.15789,0.9,0.58824
1491,rectangle,0.15789,0.9,0.61765
1492,rectangle,0.15789,0.9,0.64706
1493,rectangle,0.15789,0.9,0.67647
1494,rectangle,0.15789,0.9,0.70588
1495,rectangle,0.15789,0.9,0.73529
1496,rectangle,0.15789,0.9,0.76471
1497,rectangle,0.15789,0.9,0.79412
1498,rectangle,0.15789,0.9,0.82353
1499,rectangle,0.15789,0.9,0.85294
1500,rectangle,0.15789,0.9,0.88235
1501,rectangle,0.15789,0.9,0.91176
1502,rectangle,0.15789,0.9,0.94118
1503,rectangle,0.15789,0.9,0.97059
1504,rectangle,0.15789,0.9,1.0
1505,rectangle,0.15789,1.0,0.0
1506,rectangle,0.15789,1.0,0.02941
1507,rectangle,0.15789,1.0,0.05882
1508,rectangle,0.15789,1.0,0.08824
1509,rectangle,0.15789,1.0,0.11765
1510,rectangle,0.15789,1.0,0.14706
1511,rectangle,0.15789,1.0,0.17647
1512,rectangle,0.15789,1.0,0.20588
1513,rectangle,0.15789,1.0,0.23529
1514,rectangle,0.15789,1.0,0.26471
1515,rectangle,0.15789,1.0,0.29412
1516,rectangle,0.15789,1.0,0.32353
1517,rectangle,0.15789,1.0,0.35294
1518,rectangle,0.15789,1.0,0.38235
1519,rectangle,0.15789,1.0,0.41176
1520,rectangle,0.15789,1.0,0.44118
1521,rectangle,0.15789,1.0,0.47059
1522,rectangle,0.15789,1.0,0.5
1523,rectangle,0.15789,1.0,0.52941
1524,rectangle,0.15789,1.0,0.55882
1525,rectangle,0.15789,1.0,0.58824
1526,rectangle,0.15789,1.0,0.61765
1527,rectangle,0.15789,1.0,0.64706
1528,rectangle,0.15789,1.0,0.67647
1529,rectangle,0.15789,1.0,0.70588
1530,rectangle,0.15789,1.0,0.73529
1531,rectangle,0.15789,1.0,0.76471
1532,rectangle,0.15789,1.0,0.79412
1533,rectangle,0.15789,1.0,0.82353
1534,rectangle,0.15789,1.0,0.85294
1535,rectangle,0.15789,1.0,0.88235
1536,rectangle,0.15789,1.0,0.91176
1537,rectangle,0.15789,1.0,0.94118
1538,rectangle,0.15789,1.0,0.97059
1539,rectangle,0.15789,1.0,1.0
1540,rectangle,0.21053,0.0,0.0
1541,rectangle,0.21053,0.0,0.02941
1542,rectangle,0.21053,0.0,0.05882
1543,rectangle,0.21053,0.0,0.08824
1544,rectangle,0.21053,0.0,0.11765
1545,rectangle,0.21053,0.0,0.14706
1546,rectangle,0.21053,0.0,0.17647
1547,rectangle,0.21053,0.0,0.20588
1548,rectangle,0.21053,0.0,0.23529
1549,rectangle,0.21053,0.0,0.26471
1550,rectangle,0.21053,0.0,0.29412
1551,rectangle,0.21053,0.0,0.32353
1552,rectangle,0.21053,0.0,0.35294
1553,rectangle,0.21053,0.0,0.38235
1554,rectangle,0.21053,0.0,0.41176
1555,rectangle,0.21053,0.0,0.44118
1556,rectangle,0.21053,0.0,0.47059
1557,rectangle,0.21053,0.0,0.5
1558,rectangle,0.21053,0.0,0.52941
1559,rectangle,0.21053,0.0,0.55882
1560,rectangle,0.21053,0.0,0.58824
1561,rectangle,0.21053,0.0,0.61765
1562,rectangle,0.21053,0.0,0.64706
1563,rectangle,0.21053,0.0,0.67647
1564,rectangle,0.21053,0.0,0.70588
1565,rectangle,0.21053,0.0,0.73529
1566,rectangle,0.21053,0.0,0.76471
1567,rectangle,0.21053,0.0,0.79412
1568,rectangle,0.21053,0.0,0.82353
1569,rectangle,0.21053,0.0,0.85294
1570,rectangle,0.21053,0.0,0.88235
1571,rectangle,0.21053,0.0,0.91176
1572,rectangle,0.21053,0.0,0.94118
1573,rectangle,0.21053,0.0,0.97059
1574,rectangle,0.21053,0.0,1.0
1575,rectangle,0.21053,0.1,0.0
1576,rectangle,0.21053,0.1,0.02941
1577,rectangle,0.21053,0.1,0.05882
1578,rectangle,0.21053,0.1,0.08824
1579,rectangle,0.21053,0.1,0.11765
1580,rectangle,0.21053,0.1,0.14706
1581,rectangle,0.21053,0.1,0.17647
1582,rectangle,0.21053,0.1,0.20588
1583,rectangle,0.21053,0.1,0.23529
1584,rectangle,0.21053,0.1,0.26471
1585,rectangle,0.21053,0.1,0.29412
1586,rectangle,0.21053,0.1,0.32353
1587,rectangle,0.21053,0.1,0.35294
1588,rectangle,0.21053,0.1,0.38235
1589,rectangle,0.21053,0.1,0.41176
1590,rectangle,0.21053,0.1,0.44118
1591,rectangle,0.21053,0.1,0.47059
1592,rectangle,0.21053,0.1,0.5
1593,rectangle,0.21053,0.1,0.52941
1594,rectangle,0.21053,0.1,0.55882
1595,rectangle,0.21053,0.1,0.58824
1596,rectangle,0.21053,0.1,0.61765
1597,rectangle,0.21053,0.1,0.64706
1598,rectangle,0.21053,0.1,0.67647
1599,rectangle,0.21053,0.1,0.70588
1600,rectangle,0.21053,0.1,0.73529
1601,rectangle,0.21053,0.1,0.76471
1602,rectangle,0.21053,0.1,0.79412
1603,rectangle,0.21053,0.1,0.82353
1604,rectangle,0.21053,0.1,0.85294
1605,rectangle,0.21053,0.1,0.88235
1606,rectangle,0.21053,0.1,0.91176
1607,rectangle,0.21053,0.1,0.94118
1608,rectangle,0.21053,0.1,0.97059
1609,rectangle,0.21053,0.1,1.0
1610,rectangle,0.21053,0.2,0.0
1611,rectangle,0.21053,0.2,0.02941
1612,rectangle,0.21053,0.2,0.05882
1613,rectangle,0.21053,0.2,0.08824
1614,rectangle,0.21053,0.2,0.11765
1615,rectangle,0.21053,0.2,0.14706
1616,rectangle,0.21053,0.2,0.17647
1617,rectangle,0.21053,0.2,0.20588
1618,rectangle,0.21053,0.2,0.23529
1619,rectangle,0.21053,0.2,0.26471
1620,rectangle,0.21053,0.2,0.29412
1621,rectangle,0.21053,0.2,0.32353
1622,rectangle,0.21053,0.2,0.35294
1623,rectangle,0.21053,0.2,0.38235
1624,rectangle,0.21053,0.2,0.41176
1625,rectangle,0.21053,0.2,0.44118
1626,rectangle,0.21053,0.2,0.47059
1627,rectangle,0.21053,0.2,0.5
1628,rectangle,0.21053,0.2,0.52941
1629,rectangle,0.21053,0.2,0.55882
1630,rectangle,0.21053,0.2,0.58824
1631,rectangle,0.21053,0.2,0.61765
1632,rectangle,0.21053,0.2,0.64706
1633,rectangle,0.21053,0.2,0.67647
1634,rectangle,0.21053,0.2,0.70588
1635,rectangle,0.21053,0.2,0.73529
1636,rectangle,0.21053,0.2,0.76471
1637,rectangle,0.21053,0.2,0.79412
1638,rectangle,0.21053,0.2,0.82353
1639,rectangle,0.21053,0.2,0.85294
1640,rectangle,0.21053,0.2,0.88235
1641,rectangle,0.21053,0.2,0.91176
1642,rectangle,0.21053,0.2,0.94118
1643,rectangle,0.21053,0.2,0.97059
1644,rectangle,0.21053,0.2,1.0
1645,rectangle,0.21053,0.3,0.0
1646,rectangle,0.21053,0.3,0.02941
1647,rectangle,0.21053,0.3,0.05882
1648,rectangle,0.21053,0.3,0.08824
1649,rectangle,0.21053,0.3,0.11765
1650,rectangle,0.21053,0.3,0.14706
1651,rectangle,0.21053,0.3,0.17647
1652,rectangle,0.21053,0.3,0.20588
1653,rectangle,0.21053,0.3,0.23529
1654,rectangle,0.21053,0.3,0.26471
1655,rectangle,0.21053,0.3,0.29412
1656,rectangle,0.21053,0.3,0.32353
1657,rectangle,0.21053,0.3,0.35294
1658,rectangle,0.21053,0.3,0.38235
1659,rectangle,0.21053,0.3,0.41176
1660,rectangle,0.21053,0.3,0.44118
1661,rectangle,0.21053,0.3,0.47059
1662,rectangle,0.21053,0.3,0.5
1663,rectangle,0.21053,0.3,0.52941
1664,rectangle,0.21053,0.3,0.55882
1665,rectangle,0.21053,0.3,0.58824
1666,rectangle,0.21053,0.3,0.61765
1667,rectangle,0.21053,0.3,0.64706
1668,rectangle,0.21053,0.3,0.67647
1669,rectangle,0.21053,0.3,0.70588
1670,rectangle,0.21053,0.3,0.73529
1671,rectangle,0.21053,0.3,0.76471
1672,rectangle,0.21053,0.3,0.79412
1673,rectangle,0.21053,0.3,0.82353
1674,rectangle,0.21053,0.3,0.85294
1675,rectangle,0.21053,0.3,0.88235
1676,rectangle,0.21053,0.3,0.91176
1677,rectangle,0.21053,0.3,0.94118
1678,rectangle,0.21053,0.3,0.97059
1679,rectangle,0.21053,0.3,1.0
1680,rectangle,0.21053,0.4,0.0
1681,rectangle,0.21053,0.4,0.02941
1682,rectangle,0.21053,0.4,0.05882
1683,rectangle,0.21053,0.4,0.08824
1684,rectangle,0.21053,0.4,0.11765
1685,rectangle,0.21053,0.4,0.14706
1686,rectangle,0.21053,0.4,0.17647
1687,rectangle,0.21053,0.4,0.20588
1688,rectangle,0.21053,0.4,0.23529
1689,rectangle,0.21053,0.4,0.26471
1690,rectangle,0.21053,0.4,0.29412
1691,rectangle,0.21053,0.4,0.32353
1692,rectangle,0.21053,0.4,0.35294
1693,rectangle,0.21053,0.4,0.38235
1694,rectangle,0.21053,0.4,0.41176
1695,rectangle,0.21053,0.4,0.44118
1696,rectangle,0.21053,0.4,0.47059
1697,rectangle,0.21053,0.4,0.5
1698,rectangle,0.21053,0.4,0.52941
1699,rectangle,0.21053,0.4,0.55882
1700,rectangle,0.21053,0.4,0.58824
1701,rectangle,0.21053,0.4,0.61765
1702,rectangle,0.21053,0.4,0.64706
1703,rectangle,0.21053,0.4,0.67647
1704,rectangle,0.21053,0.4,0.70588
1705,rectangle,0.21053,0.4,0.73529
1706,rectangle,0.21053,0.4,0.76471
1707,rectangle,0.21053,0.4,0.79412
1708,rectangle,0.21053,0.4,0.82353
1709,rectangle,0.21053,0.4,0.85294
1710,rectangle,0.21053,0.4,0.88235
1711,rectangle,0.21053,0.4,0.91176
1712,rectangle,0.21053,0.4,0.94118
1713,rectangle,0.21053,0.4,0.97059
1714,rectangle,0.21053,0.4,1.0
1715,rectangle,0.21053,0.5,0.0
1716,rectangle,0.21053,0.5,0.02941
1717,rectangle,0.21053,0.5,0.05882
1718,rectangle,0.21053,0.5,0.08824
1719,rectangle,0.21053,0.5,0.11765
1720,rectangle,0.21053,0.5,0.14706
1721,rectangle,0.21053,0.5,0.17647
1722,rectangle,0.21053,0.5,0.20588
1723,rectangle,0.21053,0.5,0.23529
1724,rectangle,0.21053,0.5,0.26471
1725,rectangle,0.21053,0.5,0.29412
1726,rectangle,0.21053,0.5,0.32353
1727,rectangle,0.21053,0.5,0.35294
1728,rectangle,0.21053,0.5,0.38235
1729,rectangle,0.21053,0.5,0.41176
1730,rectangle,0.21053,0.5,0.44118
1731,rectangle,0.21053,0.5,0.47059
1732,rectangle,0.21053,0.5,0.5
1733,rectangle,0.21053,0.5,0.52941
1734,rectangle,0.21053,0.5,0.55882
1735,rectangle,0.21053,0.5,0.58824
1736,rectangle,0.21053,0.5,0.61765
1737,rectangle,0.21053,0.5,0.64706
1738,rectangle,0.21053,0.5,0.67647
1739,rectangle,0.21053,0.5,0.70588
1740,rectangle,0.21053,0.5,0.73529
1741,rectangle,0.21053,0.5,0.76471
1742,rectangle,0.21053,0.5,0.79412
1743,rectangle,0.21053,0.5,0.82353
1744,rectangle,0.21053,0.5,0.85294
1745,rectangle,0.21053,0.5,0.88235
1746,rectangle,0.21053,0.5,0.91176
1747,rectangle,0.21053,0.5,0.94118
1748,rectangle,0.21053,0.5,0.97059
1749,rectangle,0.21053,0.5,1.0
1750,rectangle,0.21053,0.6,0.0
1751,rectangle,0.21053,0.6,0.02941
1752,rectangle,0.21053,0.6,0.05882
1753,rectangle,0.21053,0.6,0.08824
1754,rectangle,0.21053,0.6,0.11765
1755,rectangle,0.21053,0.6,0.14706
1756,rectangle,0.21053,0.6,0.17647
1757,rectangle,0.21053,0.6,0.20588
1758,rectangle,0.21053,0.6,0.23529
1759,rectangle,0.21053,0.6,0.26471
1760,rectangle,0.21053,0.6,0.29412
1761,rectangle,0.21053,0.6,0.32353
1762,rectangle,0.21053,0.6,0.35294
1763,rectangle,0.21053,0.6,0.38235
1764,rectangle,0.21053,0.6,0.41176
1765,rectangle,0.21053,0.6,0.44118
1766,rectangle,0.21053,0.6,0.47059
1767,rectangle,0.21053,0.6,0.5
1768,rectangle,0.21053,0.6,0.52941
1769,rectangle,0.21053,0.6,0.55882
1770,rectangle,0.21053,0.6,0.58824
1771,rectangle,0.21053,0.6,0.61765
1772,rectangle,0.21053,0.6,0.64706
1773,rectangle,0.21053,0.6,0.67647
1774,rectangle,0.21053,0.6,0.70588
1775,rectangle,0.21053,0.6,0.73529
1776,rectangle,0.21053,0.6,0.76471
1777,rectangle,0.21053,0.6,0.79412
1778,rectangle,0.21053,0.6,0.82353
1779,rectangle,0.21053,0.6,0.85294
1780,rectangle,0.21053,0.6,0.88235
1781,rectangle,0.21053,0.6,0.91176
1782,rectangle,0.21053,0.6,0.94118
1783,rectangle,0.21053,0.6,0.97059
1784,rectangle,0.21053,0.6,1.0
1785,rectangle,0.21053,0.7,0.0
1786,rectangle,0.21053,0.7,0.02941
1787,rectangle,0.21053,0.7,0.05882
1788,rectangle,0.21053,0.7,0.08824
1789,rectangle,0.21053,0.7,0.11765
1790,rectangle,0.21053,0.7,0.14706
1791,rectangle,0.21053,0.7,0.17647
1792,rectangle,0.21053,0.7,0.20588
1793,rectangle,0.21053,0.7,0.23529
1794,rectangle,0.21053,0.7,0.26471
1795,rectangle,0.21053,0.7,0.29412
1796,rectangle,0.21053,0.7,0.32353
1797,rectangle,0.21053,0.7,0.35294
1798,rectangle,0.21053,0.7,0.38235
1799,rectangle,0.21053,0.7,0.41176
1800,rectangle,0.21053,0.7,0.44118
1801,rectangle,0.21053,0.7,0.47059
1802,rectangle,0.21053,0.7,0.5
1803,rectangle,0.21053,0.7,0.52941
1804,rectangle,0.21053,0.7,0.55882
1805,rectangle,0.21053,0.7,0.58824
1806,rectangle,0.21053,0.7,0.61765
1807,rectangle,0.21053,0.7,0.64706
1808,rectangle,0.21053,0.7,0.67647
1809,rectangle,0.21053,0.7,0.70588
1810,rectangle,0.21053,0.7,0.73529
1811,rectangle,0.21053,0.7,0.76471
1812,rectangle,0.21053,0.7,0.79412
1813,rectangle,0.21053,0.7,0.82353
1814,rectangle,0.21053,0.7,0.85294
1815,rectangle,0.21053,0.7,0.88235
1816,rectangle,0.21053,0.7,0.91176
1817,rectangle,0.21053,0.7,0.94118
1818,rectangle,0.21053,0.7,0.97059
1819,rectangle,0.21053,0.7,1.0
1820,rectangle,0.21053,0.8,0.0
1821,rectangle,0.21053,0.8,0.02941
1822,rectangle,0.21053,0.8,0.05882
1823,rectangle,0.21053,0.8,0.08824
1824,rectangle,0.21053,0.8,0.11765
1825,rectangle,0.21053,0.8,0.14706
1826,rectangle,0.21053,0.8,0.17647
1827,rectangle,0.21053,0.8,0.20588
1828,rectangle,0.21053,0.8,0.23529
1829,rectangle,0.21053,0.8,0.26471
1830,rectangle,0.21053,0.8,0.29412
1831,rectangle,0.21053,0.8,0.32353
1832,rectangle,0.21053,0.8,0.35294
1833,rectangle,0.21053,0.8,0.38235
1834,rectangle,0.21053,0.8,0.41176
1835,rectangle,0.21053,0.8,0.44118
1836,rectangle,0.21053,0.8,0.47059
1837,rectangle,0.21053,0.8,0.5
1838,rectangle,0.21053,0.8,0.52941
1839,rectangle,0.21053,0.8,0.55882
1840,rectangle,0.21053,0.8,0.58824
1841,rectangle,0.21053,0.8,0.61765
1842,rectangle,0.21053,0.8,0.64706
1843,rectangle,0.21053,0.8,0.67647
1844,rectangle,0.21053,0.8,0.70588
1845,rectangle,0.21053,0.8,0.73529
1846,rectangle,0.21053,0.8,0.76471
1847,rectangle,0.21053,0.8,0.79412
1848,rectangle,0.21053,0.8,0.82353
1849,rectangle,0.21053,0.8,0.85294
1850,rectangle,0.21053,0.8,0.88235
1851,rectangle,0.21053,0.8,0.91176
1852,rectangle,0.21053,0.8,0.94118
1853,rectangle,0.21053,0.8,0.97059
1854,rectangle,0.21053,0.8,1.0
1855,rectangle,0.21053,0.9,0.0
1856,rectangle,0.21053,0.9,0.02941
1857,rectangle,0.21053,0.9,0.05882
1858,rectangle,0.21053,0.9,0.08824
1859,rectangle,0.21053,0.9,0.11765
1860,rectangle,0.21053,0.9,0.14706
1861,rectangle,0.21053,0.9,0.17647
1862,rectangle,0.21053,0.9,0.20588
1863,rectangle,0.21053,0.9,0.23529
1864,rectangle,0.21053,0.9,0.26471
1865,rectangle,0.21053,0.9,0.29412
1866,rectangle,0.21053,0.9,0.32353
1867,rectangle,0.21053,0.9,0.35294
1868,rectangle,0.21053,0.9,0.38235
1869,rectangle,0.21053,0.9,0.41176
1870,rectangle,0.21053,0.9,0.44118
1871,rectangle,0.21053,0.9,0.47059
1872,rectangle,0.21053,0.9,0.5
1873,rectangle,0.21053,0.9,0.52941
1874,rectangle,0.21053,0.9,0.55882
1875,rectangle,0.21053,0.9,0.58824
1876,rectangle,0.21053,0.9,0.61765
1877,rectangle,0.21053,0.9,0.64706
1878,rectangle,0.21053,0.9,0.67647
1879,rectangle,0.21053,0.9,0.70588
1880,rectangle,0.21053,0.9,0.73529
1881,rectangle,0.21053,0.9,0.76471
1882,rectangle,0.21053,0.9,0.79412
1883,rectangle,0.21053,0.9,0.82353
1884,rectangle,0.21053,0.9,0.85294
1885,rectangle,0.21053,0.9,0.88235
1886,rectangle,0.21053,0.9,0.91176
1887,rectangle,0.21053,0.9,0.94118
1888,rectangle,0.21053,0.9,0.97059
1889,rectangle,0.21053,0.9,1.0
1890,rectangle,0.21053,1.0,0.0
1891,rectangle,0.21053,1.0,0.02941
1892,rectangle,0.21053,1.0,0.05882
1893,rectangle,0.21053,1.0,0.08824
1894,rectangle,0.21053,1.0,0.11765
1895,rectangle,0.21053,1.0,0.14706
1896,rectangle,0.21053,1.0,0.17647
1897,rectangle,0.21053,1.0,0.20588
1898,rectangle,0.21053,1.0,0.23529
1899,rectangle,0.21053,1.0,0.26471
1900,rectangle,0.21053,1.0,0.29412
1901,rectangle,0.21053,1.0,0.32353
1902,rectangle,0.21053,1.0,0.35294
1903,rectangle,0.21053,1.0,0.38235
1904,rectangle,0.21053,1.0,0.41176
1905,rectangle,0.21053,1.0,0.44118
1906,rectangle,0.21053,1.0,0.47059
1907,rectangle,0.21053,1.0,0.5
1908,rectangle,0.21053,1.0,0.52941
1909,rectangle,0.21053,1.0,0.55882
1910,rectangle,0.21053,1.0,0.58824
1911,rectangle,0.21053,1.0,0.61765
1912,rectangle,0.21053,1.0,0.64706
1913,rectangle,0.21053,1.0,0.67647
1914,rectangle,0.21053,1.0,0.70588
1915,rectangle,0.21053,1.0,0.73529
1916,rectangle,0.21053,1.0,0.76471
1917,rectangle,0.21053,1.0,0.79412
1918,rectangle,0.21053,1.0,0.82353
1919,rectangle,0.21053,1.0,0.85294
1920,rectangle,0.21053,1.0,0.88235
1921,rectangle,0.21053,1.0,0.91176
1922,rectangle,0.21053,1.0,0.94118
1923,rectangle,0.21053,1.0,0.97059
1924,rectangle,0.21053,1.0,1.0
1925,rectangle,0.26316,0.0,0.0
1926,rectangle,0.26316,0.0,0.02941
1927,rectangle,0.26316,0.0,0.05882
1928,rectangle,0.26316,0.0,0.08824
1929,rectangle,0.26316,0.0,0.11765
1930,rectangle,0.26316,0.0,0.14706
1931,rectangle,0.26316,0.0,0.17647
1932,rectangle,0.26316,0.0,0.20588
1933,rectangle,0.26316,0.0,0.23529
1934,rectangle,0.26316,0.0,0.26471
1935,rectangle,0.26316,0.0,0.29412
1936,rectangle,0.26316,0.0,0.32353
1937,rectangle,0.26316,0.0,0.35294
1938,rectangle,0.26316,0.0,0.38235
1939,rectangle,0.26316,0.0,0.41176
1940,rectangle,0.26316,0.0,0.44118
1941,rectangle,0.26316,0.0,0.47059
1942,rectangle,0.26316,0.0,0.5
1943,rectangle,0.26316,0.0,0.52941
1944,rectangle,0.26316,0.0,0.55882
1945,rectangle,0.26316,0.0,0.58824
1946,rectangle,0.26316,0.0,0.61765
1947,rectangle,0.26316,0.0,0.64706
1948,rectangle,0.26316,0.0,0.67647
1949,rectangle,0.26316,0.0,0.70588
1950,rectangle,0.26316,0.0,0.73529
1951,rectangle,0.26316,0.0,0.76471
1952,rectangle,0.26316,0.0,0.79412
1953,rectangle,0.26316,0.0,0.82353
1954,rectangle,0.26316,0.0,0.85294
1955,rectangle,0.26316,0.0,0.88235
1956,rectangle,0.26316,0.0,0.91176
1957,rectangle,0.26316,0.0,0.94118
1958,rectangle,0.26316,0.0,0.97059
1959,rectangle,0.26316,0.0,1.0
1960,rectangle,0.26316,0.1,0.0
1961,rectangle,0.26316,0.1,0.02941
1962,rectangle,0.26316,0.1,0.05882
1963,rectangle,0.26316,0.1,0.08824
1964,rectangle,0.26316,0.1,0.11765
1965,rectangle,0.26316,0.1,0.14706
1966,rectangle,0.26316,0.1,0.17647
1967,rectangle,0.26316,0.1,0.20588
1968,rectangle,0.26316,0.1,0.23529
1969,rectangle,0.26316,0.1,0.26471
1970,rectangle,0.26316,0.1,0.29412
1971,rectangle,0.26316,0.1,0.32353
1972,rectangle,0.26316,0.1,0.35294
1973,rectangle,0.26316,0.1,0.38235
1974,rectangle,0.26316,0.1,0.41176
1975,rectangle,0.26316,0.1,0.44118
1976,rectangle,0.26316,0.1,0.47059
1977,rectangle,0.26316,0.1,0.5
1978,rectangle,0.26316,0.1,0.52941
1979,rectangle,0.26316,0.1,0.55882
1980,rectangle,0.26316,0.1,0.58824
1981,rectangle,0.26316,0.1,0.61765
1982,rectangle,0.26316,0.1,0.64706
1983,rectangle,0.26316,0.1,0.67647
1984,rectangle,0.26316,0.1,0.70588
1985,rectangle,0.26316,0.1,0.73529
1986,rectangle,0.26316,0.1,0.76471
1987,rectangle,0.26316,0.1,0.79412
1988,rectangle,0.26316,0.1,0.82353
1989,rectangle,0.26316,0.1,0.85294
1990,rectangle,0.26316,0.1,0.88235
1991,rectangle,0.26316,0.1,0.91176
1992,rectangle,0.26316,0.1,0.94118
1993,rectangle,0.26316,0.1,0.97059
1994,rectangle,0.26316,0.1,1.0
1995,rectangle,0.26316,0.2,0.0
1996,rectangle,0.26316,0.2,0.02941
1997,rectangle,0.26316,0.2,0.05882
1998,rectangle,0.26316,0.2,0.08824
1999,rectangle,0.26316,0.2,0.11765
2000,rectangle,0.26316,0.2,0.14706
2001,rectangle,0.26316,0.2,0.17647
2002,rectangle,0.26316,0.2,0.20588
2003,rectangle,0.26316,0.2,0.23529
2004,rectangle,0.26316,0.2,0.26471
2005,rectangle,0.26316,0.2,0.29412
2006,rectangle,0.26316,0.2,0.32353
2007,rectangle,0.26316,0.2,0.35294
2008,rectangle,0.26316,0.2,0.38235
2009,rectangle,0.26316,0.2,0.41176
2010,rectangle,0.26316,0.2,0.44118
2011,rectangle,0.26316,0.2,0.47059
2012,rectangle,0.26316,0.2,0.5
2013,rectangle,0.26316,0.2,0.52941
2014,rectangle,0.26316,0.2,0.55882
2015,rectangle,0.26316,0.2,0.58824
2016,rectangle,0.26316,0.2,0.61765
2017,rectangle,0.26316,0.2,0.64706
2018,rectangle,0.26316,0.2,0.67647
2019,rectangle,0.26316,0.2,0.70588
2020,rectangle,0.26316,0.2,0.73529
2021,rectangle,0.26316,0.2,0.76471
2022,rectangle,0.26316,0.2,0.79412
2023,rectangle,0.26316,0.2,0.82353
2024,rectangle,0.26316,0.2,0.85294
2025,rectangle,0.26316,0.2,0.88235
2026,rectangle,0.26316,0.2,0.91176
2027,rectangle,0.26316,0.2,0.94118
2028,rectangle,0.26316,0.2,0.97059
2029,rectangle,0.26316,0.2,1.0
2030,rectangle,0.26316,0.3,0.0
2031,rectangle,0.26316,0.3,0.02941
2032,rectangle,0.26316,0.3,0.05882
2033,rectangle,0.26316,0.3,0.08824
2034,rectangle,0.26316,0.3,0.11765
2035,rectangle,0.26316,0.3,0.14706
2036,rectangle,0.26316,0.3,0.17647
2037,rectangle,0.26316,0.3,0.20588
2038,rectangle,0.26316,0.3,0.23529
2039,rectangle,0.26316,0.3,0.26471
2040,rectangle,0.26316,0.3,0.29412
2041,rectangle,0.26316,0.3,0.32353
2042,rectangle,0.26316,0.3,0.35294
2043,rectangle,0.26316,0.3,0.38235
2044,rectangle,0.26316,0.3,0.41176
2045,rectangle,0.26316,0.3,0.44118
2046,rectangle,0.26316,0.3,0.47059
2047,rectangle,0.26316,0.3,0.5
2048,rectangle,0.26316,0.3,0.52941
2049,rectangle,0.26316,0.3,0.55882
2050,rectangle,0.26316,0.3,0.58824
2051,rectangle,0.26316,0.3,0.61765
2052,rectangle,0.26316,0.3,0.64706
2053,rectangle,0.26316,0.3,0.67647
2054,rectangle,0.26316,0.3,0.70588
2055,rectangle,0.26316,0.3,0.73529
2056,rectangle,0.26316,0.3,0.76471
2057,rectangle,0.26316,0.3,0.79412
2058,rectangle,0.26316,0.3,0.82353
2059,rectangle,0.26316,0.3,0.85294
2060,rectangle,0.26316,0.3,0.88235
2061,rectangle,0.26316,0.3,0.91176
2062,rectangle,0.26316,0.3,0.94118
2063,rectangle,0.26316,0.3,0.97059
2064,rectangle,0.26316,0.3,1.0
2065,rectangle,0.26316,0.4,0.0
2066,rectangle,0.26316,0.4,0.02941
2067,rectangle,0.26316,0.4,0.05882
2068,rectangle,0.26316,0.4,0.08824
2069,rectangle,0.26316,0.4,0.11765
2070,rectangle,0.26316,0.4,0.14706
2071,rectangle,0.26316,0.4,0.17647
2072,rectangle,0.26316,0.4,0.20588
2073,rectangle,0.26316,0.4,0.23529
2074,rectangle,0.26316,0.4,0.26471
2075,rectangle,0.26316,0.4,0.29412
2076,rectangle,0.26316,0.4,0.32353
2077,rectangle,0.26316,0.4,0.35294
2078,rectangle,0.26316,0.4,0.38235
2079,rectangle,0.26316,0.4,0.41176
2080,rectangle,0.26316,0.4,0.44118
2081,rectangle,0.26316,0.4,0.47059
2082,rectangle,0.26316,0.4,0.5
2083,rectangle,0.26316,0.4,0.52941
2084,rectangle,0.26316,0.4,0.55882
2085,rectangle,0.26316,0.4,0.58824
2086,rectangle,0.26316,0.4,0.61765
2087,rectangle,0.26316,0.4,0.64706
2088,rectangle,0.26316,0.4,0.67647
2089,rectangle,0.26316,0.4,0.70588
2090,rectangle,0.26316,0.4,0.73529
2091,rectangle,0.26316,0.4,0.76471
2092,rectangle,0.26316,0.4,0.79412
2093,rectangle,0.26316,0.4,0.82353
2094,rectangle,0.26316,0.4,0.85294
2095,rectangle,0.26316,0.4,0.88235
2096,rectangle,0.26316,0.4,0.91176
2097,rectangle,0.26316,0.4,0.94118
2098,rectangle,0.26316,0.4,0.97059
2099,rectangle,0.26316,0.4,1.0
2100,rectangle,0.26316,0.5,0.0
2101,rectangle,0.26316,0.5,0.02941
2102,rectangle,0.26316,0.5,0.05882
2103,rectangle,0.26316,0.5,0.08824
2104,rectangle,0.26316,0.5,0.11765
2105,rectangle,0.26316,0.5,0.14706
2106,rectangle,0.26316,0.5,0.17647
2107,rectangle,0.26316,0.5,0.20588
2108,rectangle,0.26316,0.5,0.23529
2109,rectangle,0.26316,0.5,0.26471
2110,rectangle,0.26316,0.5,0.29412
2111,rectangle,0.26316,0.5,0.32353
2112,rectangle,0.26316,0.5,0.35294
2113,rectangle,0.26316,0.5,0.38235
2114,rectangle,0.26316,0.5,0.41176
2115,rectangle,0.26316,0.5,0.44118
2116,rectangle,0.26316,0.5,0.47059
2117,rectangle,0.26316,0.5,0.5
2118,rectangle,0.26316,0.5,0.52941
2119,rectangle,0.26316,0.5,0.55882
2120,rectangle,0.26316,0.5,0.58824
2121,rectangle,0.26316,0.5,0.61765
2122,rectangle,0.26316,0.5,0.64706
2123,rectangle,0.26316,0.5,0.67647
2124,rectangle,0.26316,0.5,0.70588
2125,rectangle,0.26316,0.5,0.73529
